Rx_time,rho,X,Y,Z,B,sigma_rho,SVID
418952.445282922,23312835.4002319,13116676.5693449,-12370514.2317619,19053582.124695,62006.0224914915,4.796679328,1
418952.445282922,24019299.6128248,-5764053.36863658,-23769358.0870921,-10165659.6428977,173241.757955754,23.98339664,6
418952.445282922,21470594.275184,-22466347.8277247,-12503300.7104337,6883312.71179334,145221.951282249,4.796679328,13
418952.445282922,21407969.4223659,2878007.44375663,-17321689.8314766,19895125.4839602,-4254.86464271221,3.297717038,14
418952.445282922,22666353.3445821,-23838628.3076055,-1256849.02706939,11471430.4113001,5413.36718039896,6.295641618,15
418952.445282922,20346525.1326158,-6963922.48536146,-19276679.8091169,17269274.6761297,210817.695879949,4.796679328,17
418952.445282922,20676560.6470206,-16022453.3180903,-19592351.8407004,8274555.8096198,85381.0995019832,5.096471786,19
418952.445282922,23762901.2252465,-14544542.3432987,8128322.19147875,20250073.6774192,-28684.0696253103,13.790453068,24
418952.445282922,22158264.7777734,-1166350.94576961,-26225048.0101824,3054734.30184023,-158417.625078462,6.295641618,30
418953.445282923,23312994.4066159,13116679.8474033,-12368018.1334678,19055207.7048965,62006.0200466524,4.197094412,1
418953.445282923,24018607.5022888,-5763822.83508103,-23770650.3213164,-10162778.4271853,173241.758735624,26.681528762,6
418953.445282923,21470921.1526627,-22466888.7581413,-12504044.9906516,6880291.07205997,145221.953231886,4.796679328,13
418953.445282923,21408238.7141261,2880335.49734238,-17322696.0120469,19893899.1690507,-4254.86183800371,3.297717038,14
418953.445282923,22666486.8736482,-23839895.6439629,-1257744.98704945,11468828.2460647,5413.36788283758,6.295641618,15
418953.445282923,20346631.0554374,-6962119.78081307,-19275574.0200037,17271296.1222773,210817.697459998,4.796679328,17
418953.445282923,20676166.2022989,-16021481.3130179,-19591853.2191937,8277508.71609097,85381.1012914025,5.096471786,19
418953.445282923,23762215.082685,-14544818.4195903,8125663.25964567,20250969.3815936,-28684.0755787208,13.790453068,24
418953.445282923,22158732.2691067,-1165955.76277691,-26225412.4098074,3051630.85380569,-158417.62513536,8.094396366,30
418954.445282923,23313159.7997796,13116683.2697125,-12365521.8283576,19056832.8642642,62006.0176018348,4.197094412,1
418954.445282923,24017926.0014852,-5763592.39690728,-23771942.2056023,-10159896.993526,173241.759515507,32.97717038,6
418954.445282923,21471240.3520456,-22467429.441533,-12504788.9943413,6877269.2867736,145221.955181616,4.796679328,13
418954.445282923,21408510.2744145,2882663.35812905,-17323702.2547412,19892672.4297481,-4254.85903333312,3.297717038,14
418954.445282923,22666664.5866657,-23841162.7260666,-1258640.74166399,11466225.8350955,5413.36858548947,7.195018992,15
418954.445282923,20346739.8051944,-6960316.80780406,-19274468.1973124,17273317.2107792,210817.699040191,4.197094412,17
